Product,Sales,Weekday,Month,Latitude,Longitude
AAA Batteries (4-pack),2.99,3,12,37.6692767615753,-122.407692237083
AAA Batteries (4-pack),2.99,7,12,37.6284498337957,-122.509229084247
AA Batteries (4-pack),3.84,6,12,37.7280700182454,-122.45386906663
20in Monitor,109.99,4,12,37.6220950867765,-122.448252872659
AA Batteries (4-pack),3.84,7,12,37.6872306275732,-122.502978908257
27in FHD Monitor,149.99,1,12,37.736029800387,-122.51078072301
Bose SoundSport Headphones,99.99,4,12,37.7460588568883,-122.464048346933
Lightning Charging Cable,14.95,6,12,37.6638134720976,-122.472828405417
Wired Headphones,11.99,1,12,37.7224933420034,-122.475575263986
Bose SoundSport Headphones,99.99,1,12,37.6362510842814,-122.413257613494
AA Batteries (4-pack),3.84,2,12,37.696397218432,-122.479245646715
27in 4K Gaming Monitor,389.99,7,12,37.7706657209007,-122.429513824434
Macbook Pro Laptop,1700,2,12,37.7393810505569,-122.420217961123
AA Batteries (4-pack),3.84,6,12,37.7673684419367,-122.411270899267
20in Monitor,109.99,3,12,37.6107027948,-122.442986331036
Lightning Charging Cable,14.95,2,12,37.7534181056425,-122.398054015016
USB-C Charging Cable,11.95,7,12,37.6738244474792,-122.488943466283
USB-C Charging Cable,11.95,6,12,37.694677473155,-122.435001565288
Lightning Charging Cable,14.95,5,12,37.7679784212227,-122.511273809676
Lightning Charging Cable,14.95,2,12,37.7224627620389,-122.50227410385
USB-C Charging Cable,11.95,3,12,37.6465049587266,-122.512553665717
34in Ultrawide Monitor,379.99,5,12,37.6948744530992,-122.484767634271
Lightning Charging Cable,14.95,2,12,37.6493069505324,-122.480578182508
Wired Headphones,11.99,3,12,37.7503467491862,-122.417326533062
AAA Batteries (4-pack),5.98,4,12,37.6805604817662,-122.481261427302
USB-C Charging Cable,11.95,2,12,37.7365527624832,-122.461999607542
34in Ultrawide Monitor,379.99,3,12,37.7008047211542,-122.47087827397
AA Batteries (4-pack),7.68,4,12,37.7543865962859,-122.428425491701
Apple Airpods Headphones,150,4,12,37.7062298502114,-122.414064119738
Wired Headphones,11.99,4,12,37.6497944411213,-122.478592667943
Flatscreen TV,300,5,12,37.7539753550147,-122.388111619726
USB-C Charging Cable,11.95,7,12,37.7919282633663,-122.479758572914
Apple Airpods Headphones,150,7,12,37.6383497941893,-122.476142325473
iPhone,700,1,12,37.7085050724087,-122.487064689464
27in 4K Gaming Monitor,389.99,4,12,37.6945795913276,-122.453838003779
Macbook Pro Laptop,1700,7,12,37.6547549542859,-122.415360287324
Macbook Pro Laptop,1700,2,12,37.7303737428306,-122.46723779647
USB-C Charging Cable,23.9,7,12,37.6725452263138,-122.395626786518
27in 4K Gaming Monitor,389.99,6,12,37.7081702434596,-122.512106664349
iPhone,700,1,12,37.7413792276377,-122.460310937934
27in 4K Gaming Monitor,389.99,4,12,37.7601495838478,-122.389103025738
AAA Batteries (4-pack),2.99,4,12,37.6311183521268,-122.475035820648
Wired Headphones,11.99,7,12,37.6911723581341,-122.509018467189
27in FHD Monitor,149.99,4,12,37.7059701933212,-122.44448681533
27in 4K Gaming Monitor,389.99,7,12,37.6344716821836,-122.487529451342
Flatscreen TV,300,2,12,37.663479281732,-122.474817710532
Lightning Charging Cable,14.95,7,12,37.788122199234,-122.453127366463
Apple Airpods Headphones,150,7,12,37.7781703366394,-122.493541303737
iPhone,700,2,12,37.7367808281891,-122.407217733114
Apple Airpods Headphones,150,7,12,37.6906033795258,-122.503753166755
AA Batteries (4-pack),3.84,3,12,37.721959858879,-122.449522403896
USB-C Charging Cable,11.95,1,12,37.6179592389588,-122.474773562796
USB-C Charging Cable,11.95,5,12,37.7379814381645,-122.477467843554
34in Ultrawide Monitor,379.99,4,12,37.689779676107,-122.454493690692
Lightning Charging Cable,14.95,1,12,37.7479779359286,-122.454629406392
Bose SoundSport Headphones,99.99,1,12,37.7479779359286,-122.454629406392
Lightning Charging Cable,14.95,2,12,37.7573262072762,-122.441271635969
Wired Headphones,11.99,3,12,37.7005845795717,-122.419284231365
ThinkPad Laptop,999.99,1,12,37.7513069458396,-122.468744082417
Google Phone,600,6,12,37.6888992308839,-122.411566856406
USB-C Charging Cable,11.95,6,12,37.6888992308839,-122.411566856406
AAA Batteries (4-pack),2.99,3,12,37.7814098888404,-122.482428218663
Apple Airpods Headphones,150,3,12,37.6261168031146,-122.449341319193
Bose SoundSport Headphones,99.99,6,12,37.7489654941807,-122.474856479067
AA Batteries (4-pack),3.84,4,12,37.619341411328,-122.398794761695
USB-C Charging Cable,11.95,5,12,37.6471305639391,-122.457242910613
Apple Airpods Headphones,150,3,12,37.7513686878126,-122.468149972241
Macbook Pro Laptop,1700,3,12,37.7772680193101,-122.412037799635
AAA Batteries (4-pack),5.98,3,12,37.7533227514115,-122.461429537351
Apple Airpods Headphones,150,6,12,37.6460509306329,-122.470096857464
AA Batteries (4-pack),3.84,5,12,37.7300257977733,-122.450359783343
Apple Airpods Headphones,150,5,12,37.6610419807713,-122.494304862989
USB-C Charging Cable,11.95,1,12,37.6463966905694,-122.465404709739
27in FHD Monitor,149.99,1,12,37.7438249931036,-122.474837988287
ThinkPad Laptop,999.99,4,12,37.7744441666231,-122.475370819953
USB-C Charging Cable,35.85,4,12,37.6620739142113,-122.47585650412
ThinkPad Laptop,999.99,6,12,37.7592458403343,-122.478370644575
Apple Airpods Headphones,150,6,12,37.6512436631431,-122.507569802353
Wired Headphones,11.99,5,12,37.7877532422803,-122.471781226434
Lightning Charging Cable,14.95,7,12,37.637413060259,-122.50318262605
Google Phone,600,3,12,37.7605189543722,-122.469608976213
Wired Headphones,11.99,3,12,37.7605189543722,-122.469608976213
AA Batteries (4-pack),3.84,5,12,37.7535656375192,-122.492618057151
USB-C Charging Cable,11.95,5,12,37.725811213587,-122.490090812473
Flatscreen TV,300,3,12,37.7811617558093,-122.489812265456
AA Batteries (4-pack),3.84,6,12,37.6338334856827,-122.418304635493
Lightning Charging Cable,14.95,3,12,37.6644338957207,-122.436825311526
USB-C Charging Cable,11.95,2,12,37.7505126497945,-122.411754371812
AAA Batteries (4-pack),20.93,1,12,37.6976268296208,-122.41737742265
AAA Batteries (4-pack),5.98,6,12,37.6622213518932,-122.43313966677
USB-C Charging Cable,11.95,1,12,37.7043696162223,-122.470367243235
27in 4K Gaming Monitor,389.99,1,12,37.7681817655774,-122.476413375932
USB-C Charging Cable,11.95,6,12,37.7219031943275,-122.509836269846
Bose SoundSport Headphones,99.99,5,12,37.6221785873456,-122.474448833044
Bose SoundSport Headphones,99.99,7,12,37.6478313950661,-122.428936656625
LG Washing Machine,600,7,12,37.7191314942533,-122.435736869126
Wired Headphones,11.99,1,12,37.6265706549906,-122.405800390597
Wired Headphones,11.99,2,12,37.6778927310728,-122.439075061934
USB-C Charging Cable,11.95,1,12,37.6563502961378,-122.442979671889
USB-C Charging Cable,11.95,3,12,37.6409916993785,-122.443420522745
27in 4K Gaming Monitor,389.99,6,12,37.7510389623381,-122.502685129419
27in FHD Monitor,149.99,2,12,37.7419457268221,-122.413591583095
AA Batteries (4-pack),3.84,2,12,37.7940743036568,-122.410172485103
Wired Headphones,11.99,3,12,37.6876227996737,-122.406904712358
AA Batteries (4-pack),3.84,7,12,37.6546171801998,-122.394943626835
Wired Headphones,11.99,7,12,37.6240936563357,-122.415043630431
USB-C Charging Cable,11.95,2,12,37.718156801701,-122.510479237408
USB-C Charging Cable,11.95,7,12,37.6333359552887,-122.506304046928
Wired Headphones,11.99,4,12,37.6129273741336,-122.495519026995
Lightning Charging Cable,14.95,7,12,37.6714300390651,-122.424695653631
Lightning Charging Cable,14.95,2,12,37.7673366869369,-122.474536249536
Google Phone,600,2,12,37.7474800261994,-122.427274996869
USB-C Charging Cable,11.95,2,12,37.7829624306388,-122.498165553488
AAA Batteries (4-pack),2.99,2,12,37.7554804488691,-122.479353728275
USB-C Charging Cable,11.95,1,12,37.6250583317278,-122.388677353279
Wired Headphones,23.98,3,12,37.6570568483005,-122.430813613862
Wired Headphones,11.99,7,12,37.7431902497562,-122.450092209083
AAA Batteries (4-pack),5.98,7,12,37.6137026956521,-122.42197214739
AA Batteries (4-pack),3.84,7,12,37.6191456622089,-122.425574553947
AA Batteries (4-pack),7.68,4,12,37.7432734320945,-122.46229311543
Apple Airpods Headphones,150,3,12,37.7783270878021,-122.432477348319
Lightning Charging Cable,14.95,1,12,37.6813110895087,-122.408651542856
Lightning Charging Cable,14.95,2,12,37.6453001050287,-122.50770560574
Apple Airpods Headphones,150,7,12,37.632650641975,-122.45993807047
Vareebadd Phone,400,1,12,37.7572022516031,-122.484124763263
Apple Airpods Headphones,150,7,12,37.6922218028242,-122.421677879509
Macbook Pro Laptop,1700,5,12,37.6615697985083,-122.46655143605
Bose SoundSport Headphones,99.99,4,12,37.6711643284792,-122.398045953591
AAA Batteries (4-pack),2.99,6,12,37.7863939439532,-122.467934809033
USB-C Charging Cable,11.95,4,12,37.7959906585562,-122.444435256065
Apple Airpods Headphones,150,7,12,37.6803933055392,-122.494173749561
AAA Batteries (4-pack),8.97,4,12,37.7100936580185,-122.426152929314
Wired Headphones,11.99,5,12,37.7357868989615,-122.4968808953
Wired Headphones,11.99,4,12,37.6623511576693,-122.503901891274
Bose SoundSport Headphones,99.99,1,12,37.619502828376,-122.402078847501
Flatscreen TV,300,6,12,37.7063675060517,-122.395436267517
Lightning Charging Cable,29.9,7,12,37.709053174061,-122.473786667064
USB-C Charging Cable,11.95,3,12,37.7171483776143,-122.476656282587
AAA Batteries (4-pack),5.98,7,12,37.7767103350385,-122.501484840096
27in FHD Monitor,149.99,6,12,37.6957069824006,-122.3888902914
Bose SoundSport Headphones,99.99,3,12,37.692095520518,-122.495330201726
Bose SoundSport Headphones,99.99,6,12,37.6363475145626,-122.412376323281
AAA Batteries (4-pack),2.99,3,12,37.6137608085167,-122.511011974664
Wired Headphones,11.99,1,12,37.6136249433048,-122.38839709558
AA Batteries (4-pack),3.84,7,12,37.6557275047668,-122.477884123157
USB-C Charging Cable,11.95,5,12,37.6324986161308,-122.503976794222
AA Batteries (4-pack),3.84,3,12,37.6444124375103,-122.504440515895
27in FHD Monitor,149.99,1,12,37.6476848153552,-122.444252417385
Bose SoundSport Headphones,99.99,1,12,37.6476848153552,-122.444252417385
USB-C Charging Cable,11.95,3,12,37.73168899432,-122.476986780328
Macbook Pro Laptop,1700,5,12,37.6943653494191,-122.480006505288
AAA Batteries (4-pack),2.99,1,12,37.7036646345623,-122.460741127375
Wired Headphones,11.99,5,12,37.7963083440026,-122.472970745411
Macbook Pro Laptop,1700,7,12,37.766663525419,-122.449365195926
USB-C Charging Cable,11.95,3,12,37.6436420671483,-122.509772593847
Wired Headphones,11.99,1,12,37.7394501145428,-122.432510714667
Bose SoundSport Headphones,99.99,2,12,37.7749893964259,-122.473921203012
Apple Airpods Headphones,150,1,12,37.7078546125164,-122.51235962692
27in FHD Monitor,149.99,1,12,37.7905693098426,-122.447619644361
AAA Batteries (4-pack),2.99,5,12,37.7901453317809,-122.503574021956
USB-C Charging Cable,11.95,7,12,37.7694771124968,-122.441376263761
USB-C Charging Cable,11.95,1,12,37.783526212643,-122.397132280195
Bose SoundSport Headphones,99.99,2,12,37.6074144044953,-122.468455512194
Wired Headphones,11.99,7,12,37.7295255588187,-122.509378128852
AA Batteries (4-pack),3.84,2,12,37.7971554053819,-122.391169182237
Bose SoundSport Headphones,99.99,4,12,37.733833171333,-122.497585765149
Google Phone,600,6,12,37.7352120453204,-122.482152665455
AA Batteries (4-pack),3.84,2,12,37.6978647043884,-122.458148281102
Apple Airpods Headphones,150,5,12,37.6654277252461,-122.420527621565
AAA Batteries (4-pack),2.99,1,12,37.6562704162317,-122.419152558386
USB-C Charging Cable,11.95,1,12,37.7281262133628,-122.468885271333
AA Batteries (4-pack),11.52,3,12,37.7924963827166,-122.395702414563
Apple Airpods Headphones,150,7,12,37.734334601624,-122.478187422748
Google Phone,600,5,12,37.6154671538182,-122.486124501125
ThinkPad Laptop,999.99,4,12,37.7526253592454,-122.464693537474
Wired Headphones,11.99,1,12,37.7581263659452,-122.407212089364
27in 4K Gaming Monitor,389.99,5,12,37.6140437408895,-122.437372606746
Wired Headphones,11.99,2,12,37.6743273942476,-122.45420825243
Bose SoundSport Headphones,99.99,2,12,37.7602461113343,-122.416509259359
Wired Headphones,11.99,5,12,37.6151983159946,-122.396992257539
AAA Batteries (4-pack),2.99,7,12,37.643189061749,-122.408513011426
Lightning Charging Cable,14.95,7,12,37.774837856274,-122.418478404664
27in FHD Monitor,149.99,7,12,37.7015893780525,-122.402460040722
27in 4K Gaming Monitor,389.99,3,12,37.7197837540257,-122.47241027039
34in Ultrawide Monitor,379.99,2,12,37.7484595663252,-122.450666636208
USB-C Charging Cable,11.95,6,12,37.7778908665143,-122.428345120274
iPhone,700,4,12,37.6746577875963,-122.42957828662
Flatscreen TV,300,4,12,37.6157127317024,-122.420373323346
AAA Batteries (4-pack),5.98,1,12,37.7438041710632,-122.417138825134
Lightning Charging Cable,14.95,4,12,37.7262759799042,-122.48155756887
AAA Batteries (4-pack),5.98,5,12,37.630537266033,-122.489129974105
AAA Batteries (4-pack),11.96,5,12,37.630537266033,-122.489129974105
Lightning Charging Cable,14.95,6,12,37.6710260494759,-122.429742921248
Vareebadd Phone,400,1,12,37.7188214312437,-122.422558598635
USB-C Charging Cable,11.95,1,12,37.7188214312437,-122.422558598635
Lightning Charging Cable,14.95,4,12,37.7702419217024,-122.398111888291
AAA Batteries (4-pack),5.98,3,12,37.6072846139277,-122.449678615681
34in Ultrawide Monitor,379.99,5,12,37.655347178576,-122.454715530009
20in Monitor,109.99,5,12,37.6246378438134,-122.393688660892
iPhone,700,5,12,37.6142445129051,-122.422622482003
20in Monitor,109.99,1,12,37.7661148763606,-122.496067683966
Apple Airpods Headphones,150,6,12,37.7521808626526,-122.405671079805
Wired Headphones,11.99,6,12,37.7521808626526,-122.405671079805
Lightning Charging Cable,14.95,4,12,37.7685493251344,-122.486897966508
Wired Headphones,11.99,6,12,37.6849077954949,-122.424629704939
AA Batteries (4-pack),3.84,5,12,37.6293319891701,-122.507125412829
USB-C Charging Cable,11.95,4,12,37.6753745689739,-122.493220147642
34in Ultrawide Monitor,379.99,6,12,37.6925092257313,-122.461765583644
Wired Headphones,11.99,1,12,37.7950577594983,-122.474311486671
Google Phone,600,1,12,37.6426173707371,-122.414775344803
Wired Headphones,11.99,1,12,37.7597040521127,-122.505906625179
20in Monitor,109.99,2,12,37.6427990229046,-122.473383083677
34in Ultrawide Monitor,379.99,6,12,37.6204537778732,-122.50418344341
Lightning Charging Cable,14.95,6,12,37.6601643332671,-122.459850322443
Flatscreen TV,300,3,12,37.7332916885494,-122.424581488678
AA Batteries (4-pack),7.68,2,12,37.7910381319691,-122.480989391131
USB-C Charging Cable,23.9,6,12,37.7338793886383,-122.407333028942
ThinkPad Laptop,999.99,5,12,37.7102534272946,-122.449231615658
USB-C Charging Cable,11.95,5,12,37.6810420346057,-122.426474204743
Google Phone,600,1,12,37.7441810486254,-122.47942965103
Lightning Charging Cable,14.95,4,12,37.6278629185849,-122.436461800521
AAA Batteries (4-pack),2.99,1,12,37.6863604982126,-122.434901341752
AAA Batteries (4-pack),2.99,1,12,37.736176374759,-122.391447112783
AAA Batteries (4-pack),5.98,4,12,37.7369315370807,-122.493159191969
20in Monitor,109.99,5,12,37.691085004686,-122.413551165645
Apple Airpods Headphones,150,4,12,37.784598414119,-122.442907931859
USB-C Charging Cable,11.95,6,12,37.7831605349345,-122.494543991702
34in Ultrawide Monitor,379.99,6,12,37.7588047295714,-122.451115064146
27in 4K Gaming Monitor,389.99,7,12,37.7877961172224,-122.511632988268
27in 4K Gaming Monitor,389.99,2,12,37.7469005646307,-122.456281214201
Wired Headphones,11.99,1,12,37.6168167677985,-122.412080504387
Bose SoundSport Headphones,99.99,6,12,37.6249010096441,-122.45229965657
Lightning Charging Cable,14.95,6,12,37.7920034124161,-122.474518893517
27in FHD Monitor,149.99,6,12,37.7920034124161,-122.474518893517
Wired Headphones,11.99,2,12,37.639814702824,-122.43479248778
AA Batteries (4-pack),7.68,6,12,37.6419126249729,-122.50621744648
USB-C Charging Cable,11.95,5,12,37.6207219539098,-122.405538361081
27in 4K Gaming Monitor,389.99,1,12,37.7571766037708,-122.394288937977
AAA Batteries (4-pack),2.99,3,12,37.6379626117084,-122.407259443964
Wired Headphones,11.99,7,12,37.782192438621,-122.493174004608
Wired Headphones,11.99,4,12,37.7754771996473,-122.436592106921
Flatscreen TV,300,5,12,37.7005647052843,-122.431946525342
Apple Airpods Headphones,150,7,12,37.6666891331203,-122.467620556529
Lightning Charging Cable,14.95,2,12,37.6090269845291,-122.47153984597
USB-C Charging Cable,11.95,5,12,37.7533026575563,-122.389241602573
AAA Batteries (4-pack),2.99,6,12,37.6698748122267,-122.425849995191
Vareebadd Phone,400,1,12,37.6364187757291,-122.497462527992
Wired Headphones,11.99,1,12,37.6364187757291,-122.497462527992
USB-C Charging Cable,11.95,1,12,37.703817856848,-122.429657660516
Wired Headphones,11.99,5,12,37.6145667637293,-122.461873867295
AA Batteries (4-pack),3.84,7,12,37.7817412613628,-122.501427087632
Apple Airpods Headphones,150,2,12,37.6850012167204,-122.421163839491
iPhone,700,2,12,37.6790114522936,-122.396015835116
Apple Airpods Headphones,150,3,12,37.6422510383922,-122.411619279734
Google Phone,600,2,12,37.6258187251889,-122.464607133145
USB-C Charging Cable,11.95,2,12,37.6258187251889,-122.464607133145
Bose SoundSport Headphones,99.99,7,12,37.6493390730525,-122.474918117444
USB-C Charging Cable,11.95,7,12,37.6405594855677,-122.45543381975
ThinkPad Laptop,999.99,6,12,37.6951180894476,-122.41395593584
34in Ultrawide Monitor,379.99,3,12,37.6195526536717,-122.398694331946
Bose SoundSport Headphones,99.99,2,12,37.7120854324558,-122.446849614661
Bose SoundSport Headphones,99.99,1,12,37.6223307869841,-122.410062119096
USB-C Charging Cable,11.95,5,12,37.7579582477786,-122.508811058625
USB-C Charging Cable,23.9,5,12,37.6100473547363,-122.484989315784
Apple Airpods Headphones,150,7,12,37.6768957934357,-122.396731474244
27in FHD Monitor,149.99,1,12,37.7061031026558,-122.447337522147
Macbook Pro Laptop,1700,5,12,37.6789653813207,-122.437732408844
Apple Airpods Headphones,150,1,12,37.6676408959469,-122.454133645624
LG Washing Machine,600,6,12,37.7117194058367,-122.498375504223
AAA Batteries (4-pack),5.98,7,12,37.6945825857226,-122.404617461364
Apple Airpods Headphones,150,5,12,37.6809853903184,-122.41700354762
AA Batteries (4-pack),3.84,2,12,37.6513875123804,-122.489982505113
Bose SoundSport Headphones,99.99,7,12,37.6425720998422,-122.473141526644
AAA Batteries (4-pack),2.99,3,12,37.616050847248,-122.458493805611
Macbook Pro Laptop,1700,1,12,37.6587025534758,-122.463553932696
Bose SoundSport Headphones,99.99,2,12,37.6332802557708,-122.458610678831
Macbook Pro Laptop,1700,1,12,37.6623192392105,-122.417246154627
USB-C Charging Cable,11.95,3,12,37.6495416193707,-122.449385417574
AAA Batteries (4-pack),8.97,5,12,37.6823959450157,-122.435394411376
Lightning Charging Cable,14.95,5,12,37.7386378776864,-122.4083530193
Bose SoundSport Headphones,99.99,2,12,37.6940346336391,-122.50526180805
Macbook Pro Laptop,1700,7,12,37.7123226532216,-122.400542781793
Apple Airpods Headphones,150,7,12,37.795245865045,-122.474100320629
AA Batteries (4-pack),3.84,6,12,37.6489619683405,-122.444279283187
USB-C Charging Cable,11.95,5,12,37.6126173578093,-122.407474302303
AA Batteries (4-pack),7.68,6,12,37.7826524499749,-122.494988395339
AAA Batteries (4-pack),2.99,1,12,37.7556928248743,-122.429237064316
Bose SoundSport Headphones,99.99,5,12,37.6706327377964,-122.441313506221
AAA Batteries (4-pack),5.98,3,12,37.7912152881381,-122.497661516401
AA Batteries (4-pack),3.84,2,12,37.6595543302073,-122.389542938406
Bose SoundSport Headphones,99.99,1,12,37.7592544612696,-122.511507349055
Flatscreen TV,300,1,12,37.668501709525,-122.433327762459
Vareebadd Phone,400,2,12,37.679439611022,-122.470597010436
27in 4K Gaming Monitor,389.99,1,12,37.6914568121315,-122.497579878821
USB-C Charging Cable,23.9,5,12,37.7003026895478,-122.469278846421
AA Batteries (4-pack),3.84,6,12,37.6624665265515,-122.436289428099
USB-C Charging Cable,11.95,3,12,37.6997593148239,-122.396272500017
Macbook Pro Laptop,1700,1,12,37.6334381894727,-122.394002505668
AAA Batteries (4-pack),8.97,4,12,37.728998921518,-122.421776067483
Lightning Charging Cable,14.95,1,12,37.7561378823774,-122.39063021724
AAA Batteries (4-pack),2.99,7,12,37.7908522240019,-122.460664164012
Lightning Charging Cable,14.95,4,12,37.6484003567849,-122.414159314046
27in FHD Monitor,149.99,2,12,37.7031491464873,-122.427875651558
Lightning Charging Cable,14.95,1,12,37.6426034595738,-122.401285287193
AA Batteries (4-pack),3.84,6,12,37.7606118165134,-122.474006391376
USB-C Charging Cable,11.95,2,12,37.7568524414195,-122.450794694918
Apple Airpods Headphones,150,5,12,37.6417686663453,-122.438709378261
27in 4K Gaming Monitor,389.99,6,12,37.6149882979641,-122.466671234885
AAA Batteries (4-pack),5.98,5,12,37.7875640790506,-122.502205380077
Lightning Charging Cable,14.95,2,12,37.7530011983723,-122.497947880545
Apple Airpods Headphones,150,3,12,37.6955857813975,-122.470093650447
AAA Batteries (4-pack),5.98,3,12,37.7520750184861,-122.498611113845
Apple Airpods Headphones,150,4,12,37.7897786045473,-122.393303958997
27in 4K Gaming Monitor,389.99,4,12,37.675676940182,-122.417955973103
iPhone,700,5,12,37.6453545693291,-122.461338546726
AA Batteries (4-pack),3.84,5,12,37.6880275779478,-122.454828066406
Wired Headphones,11.99,6,12,37.7269483931223,-122.460123582288
AAA Batteries (4-pack),5.98,6,12,37.7214036742499,-122.490743138597
USB-C Charging Cable,11.95,2,12,37.6878040604158,-122.474247920507
Apple Airpods Headphones,150,7,12,37.6455389137907,-122.491053510816
AAA Batteries (4-pack),2.99,2,12,37.7605738033765,-122.437113643296
USB-C Charging Cable,11.95,7,12,37.7459047874056,-122.469033220603
Bose SoundSport Headphones,99.99,3,12,37.6468469223462,-122.460142946867
Wired Headphones,11.99,4,12,37.691982524168,-122.405563457691
AA Batteries (4-pack),3.84,4,12,37.691982524168,-122.405563457691
AA Batteries (4-pack),3.84,7,12,37.7953978425095,-122.458502587121
USB-C Charging Cable,11.95,1,12,37.6883950306615,-122.440852276937
Flatscreen TV,300,2,12,37.7242768581428,-122.431563887119
Flatscreen TV,300,2,12,37.6979270769989,-122.491125265426
Wired Headphones,11.99,3,12,37.6473732010199,-122.397257731011
Apple Airpods Headphones,150,2,12,37.6371252659807,-122.413328157136
AAA Batteries (4-pack),5.98,6,12,37.7701497510694,-122.417187108926
Wired Headphones,11.99,3,12,37.7542701372716,-122.426583761456
Wired Headphones,11.99,7,12,37.6299642731856,-122.391401442326
AAA Batteries (4-pack),2.99,2,12,37.6510390180594,-122.426574228701
Wired Headphones,11.99,5,12,37.6591617879771,-122.39220867396
Lightning Charging Cable,14.95,1,12,37.6656733049761,-122.399901438184
AAA Batteries (4-pack),2.99,3,12,37.7568523797666,-122.452121875192
Bose SoundSport Headphones,99.99,4,12,37.6246960807334,-122.421721575791
USB-C Charging Cable,11.95,7,12,37.7754992346947,-122.388139383661
Wired Headphones,11.99,3,12,37.7017385071014,-122.40211962148
Apple Airpods Headphones,150,3,12,37.7929850609619,-122.394632700853
USB-C Charging Cable,11.95,7,12,37.7220681499431,-122.492587705767
Lightning Charging Cable,14.95,2,12,37.7680048353865,-122.424858075595
Bose SoundSport Headphones,99.99,5,12,37.7798951099679,-122.39162597569
34in Ultrawide Monitor,379.99,6,12,37.6668736831981,-122.468511842494
USB-C Charging Cable,11.95,7,12,37.6099478233398,-122.490892508751
Bose SoundSport Headphones,99.99,6,12,37.7957651303067,-122.39658875096
